source_url,saved_filename,bytes
"https://products.rubezh.ru/local/templates/td_rubezh_template/assets/files/solutions/strazh/%D0%9F%D0%9E%D0%A0%D0%A2%D0%A4%D0%9E%D0%9B%D0%98%D0%9E_RS_20230118.pdf","portfolio_RS_20230118.pdf",3846308
"https://products.rubezh.ru/local/templates/td_rubezh_template/assets/files/solutions/strazh/RUBEZH_STRAZH_%D0%B8%D0%BD%D1%82%D0%B5%D0%B3%D1%80%D0%B0%D1%86%D0%B8%D0%B8.pdf","RUBEZH_STRAZH_integrations.pdf",1493383
"https://products.rubezh.ru/local/templates/td_rubezh_template/assets/files/solutions/strazh/Rubezh-STRAZH-2022.pdf","Rubezh-STRAZH-2022.pdf",5908889
"https://products.rubezh.ru/local/templates/td_rubezh_template/assets/files/solutions/strazh/rubezh-strazh-presentation-turnstiles.pdf","rubezh-strazh-presentation-turnstiles.pdf",1055671
"https://products.rubezh.ru/local/templates/td_rubezh_template/assets/files/solutions/strazh/RUBEZH_STRAZH_Web-%D1%82%D1%83%D1%80%D0%BD%D0%B8%D0%BA%D0%B5%D1%82_2023.pdf","RUBEZH_STRAZH_Web-turnstile_2023.pdf",6126612
"https://products.rubezh.ru/local/templates/td_rubezh_template/assets/files/solutions/strazh/RUBEZH_STRAZH_2024.pdf","RUBEZH_STRAZH_2024.pdf",5264832
"https://products.rubezh.ru/local/templates/td_rubezh_template/assets/files/solutions/strazh/RUBEZH_STRAZH-OSDP-%D0%97%D0%B0%D0%BC%D0%BE%D0%BA_2023.pdf","RUBEZH_STRAZH-OSDP-Lock_2023.pdf",2748573
